SCOPE	ENTREZ	HUGO	GENENAME	ENSEMBL	HGNC	CHR	MAPLOC	DESCRIPTION	GENETYPE	GSC1	GSC2	HUGO_ENSG	SCOPE_ENSG
SNORD114-26	767606	SNORD114-26	SNORD114-26	ENSG00000200413	33014	14	14q32.31	"small nucleolar RNA, C/D box 114-26"	snoRNA	SNORD114-26|767606_calculated	merged_SNORD114-26|767606_calculated	SNORD114-26_ENSG00000200413	SNORD114-26_ENSG00000200413
SNORD114-27	767608	SNORD114-27	SNORD114-27	ENSG00000200636	33015	14	14q32.31	"small nucleolar RNA, C/D box 114-27"	snoRNA	SNORD114-27|767608_calculated	merged_SNORD114-27|767608_calculated	SNORD114-27_ENSG00000200636	SNORD114-27_ENSG00000200636
SNORD114-28	767609	SNORD114-28	SNORD114-28	ENSG00000200480	33016	14	14q32.31	"small nucleolar RNA, C/D box 114-28"	snoRNA	SNORD114-28|767609_calculated	merged_SNORD114-28|767609_calculated	SNORD114-28_ENSG00000200480	SNORD114-28_ENSG00000200480
SNORD114-29	767610	SNORD114-29	SNORD114-29	ENSG00000201689	33017	14	14q32.31	"small nucleolar RNA, C/D box 114-29"	snoRNA	SNORD114-29|767610_calculated	merged_SNORD114-29|767610_calculated	SNORD114-29_ENSG00000201689	SNORD114-29_ENSG00000201689
SNORD114-3	767579	SNORD114-3	SNORD114-3	ENSG00000201839	32991	14	14q32.31	"small nucleolar RNA, C/D box 114-3"	snoRNA	SNORD114-3|767579_calculated	merged_SNORD114-3|767579_calculated	SNORD114-3_ENSG00000201839	SNORD114-3_ENSG00000201839
SNORD114-30	767611	SNORD114-30	SNORD114-30	ENSG00000201318	33018	14	14q32.31	"small nucleolar RNA, C/D box 114-30"	snoRNA	SNORD114-30|767611_calculated	merged_SNORD114-30|767611_calculated	SNORD114-30_ENSG00000201318	SNORD114-30_ENSG00000201318
SNORD114-31	767612	SNORD114-31	SNORD114-31	ENSG00000200089	33019	14	14q32.31	"small nucleolar RNA, C/D box 114-31"	snoRNA	SNORD114-31|767612_calculated	merged_SNORD114-31|767612_calculated	SNORD114-31_ENSG00000200089	SNORD114-31_ENSG00000200089
SNORD114-4	767580	SNORD114-4	SNORD114-4	ENSG00000200832	32992	14	14q32.31	"small nucleolar RNA, C/D box 114-4"	snoRNA	SNORD114-4|767580_calculated	merged_SNORD114-4|767580_calculated	SNORD114-4_ENSG00000200832	SNORD114-4_ENSG00000200832
SNORD114-5	767581	SNORD114-5	SNORD114-5	ENSG00000199798	32993	14	14q32.31	"small nucleolar RNA, C/D box 114-5"	snoRNA	SNORD114-5|767581_calculated	merged_SNORD114-5|767581_calculated	SNORD114-5_ENSG00000199798	SNORD114-5_ENSG00000199798
SNORD114-6	767582	SNORD114-6	SNORD114-6	ENSG00000201263	32994	14	14q32.31	"small nucleolar RNA, C/D box 114-6"	snoRNA	SNORD114-6|767582_calculated	merged_SNORD114-6|767582_calculated	SNORD114-6_ENSG00000201263	SNORD114-6_ENSG00000201263
SNORD114-7	767583	SNORD114-7	SNORD114-7	ENSG00000199390	32995	14	14q32.31	"small nucleolar RNA, C/D box 114-7"	snoRNA	SNORD114-7|767583_calculated	merged_SNORD114-7|767583_calculated	SNORD114-7_ENSG00000199390	SNORD114-7_ENSG00000199390
SNORD114-9	767585	SNORD114-9	SNORD114-9	ENSG00000201240	32997	14	14q32.31	"small nucleolar RNA, C/D box 114-9"	snoRNA	SNORD114-9|767585_calculated	merged_SNORD114-9|767585_calculated	SNORD114-9_ENSG00000201240	SNORD114-9_ENSG00000201240
SNORD115-1	338433	SNORD115-1	SNORD115-1	ENSG00000201831	33020	15	15q11.2	"small nucleolar RNA, C/D box 115-1"	snoRNA	SNORD115-1|338433_calculated	merged_SNORD115-1|338433_calculated	SNORD115-1_ENSG00000201831	SNORD115-1_ENSG00000201831
SNORD115-10	100033447	SNORD115-10	SNORD115-10	ENSG00000201943	33029	15	15q11.2	"small nucleolar RNA, C/D box 115-10"	snoRNA	SNORD115-10|100033447|1of2_calculated	merged_SNORD115-10|100033447|1of2_calculated	SNORD115-10_ENSG00000201943	SNORD115-10_ENSG00000201943
SNORD115-11	100033448	SNORD115-11	SNORD115-11	ENSG00000200486	33030	15	15q11.2	"small nucleolar RNA, C/D box 115-11"	snoRNA	SNORD115-11|100033448|1of4_calculated	merged_SNORD115-11|100033448|1of4_calculated	SNORD115-11_ENSG00000200486	SNORD115-11_ENSG00000200486
SNORD115-14	100033451	SNORD115-14	SNORD115-14	ENSG00000199960	33033	15	15q11.2	"small nucleolar RNA, C/D box 115-14"	snoRNA	SNORD115-14|100033451_calculated	merged_SNORD115-14|100033451_calculated	SNORD115-14_ENSG00000199960	SNORD115-14_ENSG00000199960
SNORD115-16	100033454	SNORD115-16	SNORD115-16	ENSG00000200757	33035	15	15q11.2	"small nucleolar RNA, C/D box 115-16"	snoRNA	SNORD115-16|100033454_calculated	merged_SNORD115-16|100033454_calculated	SNORD115-16_ENSG00000200757	SNORD115-16_ENSG00000200757
SNORD115-17	100033455	SNORD115-17	SNORD115-17	ENSG00000201482	33036	15	15q11.2	"small nucleolar RNA, C/D box 115-17"	snoRNA	SNORD115-17|100033455|1of3_calculated	merged_SNORD115-17|100033455|1of3_calculated	SNORD115-17_ENSG00000201482	SNORD115-17_ENSG00000201482
SNORD115-2	100033437	SNORD115-2	SNORD115-2	ENSG00000199712	33021	15	15q11.2	"small nucleolar RNA, C/D box 115-2"	snoRNA	SNORD115-2|100033437_calculated	merged_SNORD115-2|100033437_calculated	SNORD115-2_ENSG00000199712	SNORD115-2_ENSG00000199712
SNORD115-20	100033460	SNORD115-20	SNORD115-20	ENSG00000201969	33039	15	15q11.2	"small nucleolar RNA, C/D box 115-20"	snoRNA	SNORD115-20|100033460_calculated	merged_SNORD115-20|100033460_calculated	SNORD115-20_ENSG00000201969	SNORD115-20_ENSG00000201969
SNORD115-22	100033799	SNORD115-22	SNORD115-22	ENSG00000201326	33041	15	15q11.2	"small nucleolar RNA, C/D box 115-22"	snoRNA	SNORD115-22|100033799_calculated	merged_SNORD115-22|100033799_calculated	SNORD115-22_ENSG00000201326	SNORD115-22_ENSG00000201326
SNORD115-25	100033801	SNORD115-25	SNORD115-25	ENSG00000199489	33044	15	15q11.2	"small nucleolar RNA, C/D box 115-25"	snoRNA	SNORD115-25|100033801_calculated	merged_SNORD115-25|100033801_calculated	SNORD115-25_ENSG00000199489	SNORD115-25_ENSG00000199489
SNORD115-3	100033440	SNORD115-3	SNORD115-3	ENSG00000199970	33022	15	15q11.2	"small nucleolar RNA, C/D box 115-3"	snoRNA	SNORD115-3|100033440_calculated	merged_SNORD115-3|100033440_calculated	SNORD115-3_ENSG00000199970	SNORD115-3_ENSG00000199970
SNORD115-30	100033804	SNORD115-30	SNORD115-30	ENSG00000200987	33049	15	15q11.2	"small nucleolar RNA, C/D box 115-30"	snoRNA	SNORD115-30|100033804_calculated	merged_SNORD115-30|100033804_calculated	SNORD115-30_ENSG00000200987	SNORD115-30_ENSG00000200987
SNORD115-31	100033805	SNORD115-31	SNORD115-31	ENSG00000202188	33050	15	15q11.2	"small nucleolar RNA, C/D box 115-31"	snoRNA	SNORD115-31|100033805_calculated	merged_SNORD115-31|100033805_calculated	SNORD115-31_ENSG00000202188	SNORD115-31_ENSG00000202188
SNORD115-32	100033806	SNORD115-32	SNORD115-32	ENSG00000200949	33051	15	15q11.2	"small nucleolar RNA, C/D box 115-32"	snoRNA	SNORD115-32|100033806_calculated	merged_SNORD115-32|100033806_calculated	SNORD115-32_ENSG00000200949	SNORD115-32_ENSG00000200949
SNORD115-33	100033807	SNORD115-33	SNORD115-33	ENSG00000200593	33052	15	15q11.2	"small nucleolar RNA, C/D box 115-33"	snoRNA	SNORD115-33|100033807_calculated	merged_SNORD115-33|100033807_calculated	SNORD115-33_ENSG00000200593	SNORD115-33_ENSG00000200593
SNORD115-35	100033809	SNORD115-35	SNORD115-35	ENSG00000201992	33054	15	15q11.2	"small nucleolar RNA, C/D box 115-35"	snoRNA	SNORD115-35|100033809_calculated	merged_SNORD115-35|100033809_calculated	SNORD115-35_ENSG00000201992	SNORD115-35_ENSG00000201992
SNORD115-37	100033811	SNORD115-37	SNORD115-37	ENSG00000200638	33056	15	15q11.2	"small nucleolar RNA, C/D box 115-37"	snoRNA	SNORD115-37|100033811_calculated	merged_SNORD115-37|100033811_calculated	SNORD115-37_ENSG00000200638	SNORD115-37_ENSG00000200638
SNORD115-38	100033812	SNORD115-38	SNORD115-38	ENSG00000201907	33057	15	15q11.2	"small nucleolar RNA, C/D box 115-38"	snoRNA	SNORD115-38|100033812_calculated	merged_SNORD115-38|100033812_calculated	SNORD115-38_ENSG00000201907	SNORD115-38_ENSG00000201907
SNORD115-39	100033813	SNORD115-39	SNORD115-39	ENSG00000200564	33058	15	15q11.2	"small nucleolar RNA, C/D box 115-39"	snoRNA	SNORD115-39|100033813_calculated	merged_SNORD115-39|100033813_calculated	SNORD115-39_ENSG00000200564	SNORD115-39_ENSG00000200564
SNORD115-4	100033441	SNORD115-4	SNORD115-4	ENSG00000200680	33023	15	15q11.2	"small nucleolar RNA, C/D box 115-4"	snoRNA	SNORD115-4|100033441_calculated	merged_SNORD115-4|100033441_calculated	SNORD115-4_ENSG00000200680	SNORD115-4_ENSG00000200680
SNORD115-41	100033815	SNORD115-41	SNORD115-41	ENSG00000200478	33060	15	15q11.2	"small nucleolar RNA, C/D box 115-41"	snoRNA	SNORD115-41|100033815_calculated	merged_SNORD115-41|100033815_calculated	SNORD115-41_ENSG00000200478	SNORD115-41_ENSG00000200478
SNORD115-44	100033818	SNORD115-44	SNORD115-44	ENSG00000202261	33063	15	15q11.2	"small nucleolar RNA, C/D box 115-44"	snoRNA	SNORD115-44|100033818_calculated	merged_SNORD115-44|100033818_calculated	SNORD115-44_ENSG00000202261	SNORD115-44_ENSG00000202261
SNORD115-48	100033822	SNORD115-48	SNORD115-48	ENSG00000201634	33343	15	15q11.2	"small nucleolar RNA, C/D box 115-48"	snoRNA	SNORD115-48|100033822_calculated	merged_SNORD115-48|100033822_calculated	SNORD115-48_ENSG00000201634	SNORD115-48_ENSG00000201634
SNORD115-5	100033442	SNORD115-5	SNORD115-5	ENSG00000200503	33024	15	15q11.2	"small nucleolar RNA, C/D box 115-5"	snoRNA	SNORD115-5|100033442_calculated	merged_SNORD115-5|100033442_calculated	SNORD115-5_ENSG00000200503	SNORD115-5_ENSG00000200503
SNORD115-6	100033443	SNORD115-6	SNORD115-6	ENSG00000200812	33025	15	15q11.2	"small nucleolar RNA, C/D box 115-6"	snoRNA	SNORD115-6|100033443_calculated	merged_SNORD115-6|100033443_calculated	SNORD115-6_ENSG00000200812	SNORD115-6_ENSG00000200812
SNORD115-8	100033445	SNORD115-8	SNORD115-8	ENSG00000200726	33027	15	15q11.2	"small nucleolar RNA, C/D box 115-8"	snoRNA	SNORD115-8|100033445_calculated	merged_SNORD115-8|100033445_calculated	SNORD115-8_ENSG00000200726	SNORD115-8_ENSG00000200726
SNORD115-9	100033446	SNORD115-9	SNORD115-9	ENSG00000199782	33028	15	15q11.2	"small nucleolar RNA, C/D box 115-9"	snoRNA	SNORD115-9|100033446|1of2_calculated	merged_SNORD115-9|100033446|1of2_calculated	SNORD115-9_ENSG00000199782	SNORD115-9_ENSG00000199782
SNORD116-1	100033413	SNORD116-1	SNORD116-1	ENSG00000207063	33067	15	15q11.2	"small nucleolar RNA, C/D box 116-1"	snoRNA	SNORD116-1|100033413_calculated	merged_SNORD116-1|100033413_calculated	SNORD116-1_ENSG00000207063	SNORD116-1_ENSG00000207063
SNORD116-10	100033422	SNORD116-10	SNORD116-10	ENSG00000200661	33076	15	15q11.2	"small nucleolar RNA, C/D box 116-10"	snoRNA	SNORD116-10|100033422_calculated	merged_SNORD116-10|100033422_calculated	SNORD116-10_ENSG00000200661	SNORD116-10_ENSG00000200661
SNORD116-11	100033423	SNORD116-11	SNORD116-11	ENSG00000206609	33077	15	15q11.2	"small nucleolar RNA, C/D box 116-11"	snoRNA	SNORD116-11|100033423_calculated	merged_SNORD116-11|100033423_calculated	SNORD116-11_ENSG00000206609	SNORD116-11_ENSG00000206609
SNORD116-12	100033424	SNORD116-12	SNORD116-12	ENSG00000207197	33078	15	15q11.2	"small nucleolar RNA, C/D box 116-12"	snoRNA	SNORD116-12|100033424_calculated	merged_SNORD116-12|100033424_calculated	SNORD116-12_ENSG00000207197	SNORD116-12_ENSG00000207197
SNORD116-13	100033425	SNORD116-13	SNORD116-13	ENSG00000207137	33079	15	15q11.2	"small nucleolar RNA, C/D box 116-13"	snoRNA	SNORD116-13|100033425_calculated	merged_SNORD116-13|100033425_calculated	SNORD116-13_ENSG00000207137	SNORD116-13_ENSG00000207137
SNORD116-14	100033426	SNORD116-14	SNORD116-14	ENSG00000206621	33080	15	15q11.2	"small nucleolar RNA, C/D box 116-14"	snoRNA	SNORD116-14|100033426_calculated	merged_SNORD116-14|100033426_calculated	SNORD116-14_ENSG00000206621	SNORD116-14_ENSG00000206621
SNORD116-15	100033427	SNORD116-15	SNORD116-15	ENSG00000207174	33081	15	15q11.2	"small nucleolar RNA, C/D box 116-15"	snoRNA	SNORD116-15|100033427_calculated	merged_SNORD116-15|100033427_calculated	SNORD116-15_ENSG00000207174	SNORD116-15_ENSG00000207174
SNORD116-16	100033428	SNORD116-16	SNORD116-16	ENSG00000207263	33082	15	15q11.2	"small nucleolar RNA, C/D box 116-16"	snoRNA	SNORD116-16|100033428_calculated	merged_SNORD116-16|100033428_calculated	SNORD116-16_ENSG00000207263	SNORD116-16_ENSG00000207263
SNORD116-18	100033430	SNORD116-18	SNORD116-18	ENSG00000206688	33084	15	15q11.2	"small nucleolar RNA, C/D box 116-18"	snoRNA	SNORD116-18|100033430_calculated	merged_SNORD116-18|100033430_calculated	SNORD116-18_ENSG00000206688	SNORD116-18_ENSG00000206688
SNORD116-19	727708	SNORD116-19	SNORD116-19	ENSG00000207460	33085	15	15q11.2	"small nucleolar RNA, C/D box 116-19"	snoRNA	SNORD116-19|727708|1of2_calculated	merged_SNORD116-19|727708|1of2_calculated	SNORD116-19_ENSG00000207460	SNORD116-19_ENSG00000207460
SNORD116-2	100033414	SNORD116-2	SNORD116-2	ENSG00000207001	33068	15	15q11.2	"small nucleolar RNA, C/D box 116-2"	snoRNA	SNORD116-2|100033414|1of2_calculated	merged_SNORD116-2|100033414|1of2_calculated	SNORD116-2_ENSG00000207001	SNORD116-2_ENSG00000207001
SNORD116-23	100033434	SNORD116-23	SNORD116-23	ENSG00000207375	33089	15	15q11.2	"small nucleolar RNA, C/D box 116-23"	snoRNA	SNORD116-23|100033434_calculated	merged_SNORD116-23|100033434_calculated	SNORD116-23_ENSG00000207375	SNORD116-23_ENSG00000207375
SNORD116-24	100033435	SNORD116-24	SNORD116-24	ENSG00000207279	33090	15	15q11.2	"small nucleolar RNA, C/D box 116-24"	snoRNA	SNORD116-24|100033435_calculated	merged_SNORD116-24|100033435_calculated	SNORD116-24_ENSG00000207279	SNORD116-24_ENSG00000207279
SNORD116-25	100033436	SNORD116-25	SNORD116-25	ENSG00000252326	33091	15	15q11.2	"small nucleolar RNA, C/D box 116-25"	snoRNA	SNORD116-25|100033436_calculated	merged_SNORD116-25|100033436_calculated	SNORD116-25_ENSG00000252326	SNORD116-25_ENSG00000252326
SNORD116-26	100033438	SNORD116-26	SNORD116-26	ENSG00000251815	33092	15	15q11.2	"small nucleolar RNA, C/D box 116-26"	snoRNA	SNORD116-26|100033438_calculated	merged_SNORD116-26|100033438_calculated	SNORD116-26_ENSG00000251815	SNORD116-26_ENSG00000251815
SNORD116-27	100033439	SNORD116-27	SNORD116-27	ENSG00000251896	33093	15	15q11.2	"small nucleolar RNA, C/D box 116-27"	snoRNA	SNORD116-27|100033439_calculated	merged_SNORD116-27|100033439_calculated	SNORD116-27_ENSG00000251896	SNORD116-27_ENSG00000251896
SNORD116-29	100033821	SNORD116-29	SNORD116-29	ENSG00000207245	33348	15	15q11.2	"small nucleolar RNA, C/D box 116-29"	snoRNA	SNORD116-29|100033821_calculated	merged_SNORD116-29|100033821_calculated	SNORD116-29_ENSG00000207245	SNORD116-29_ENSG00000207245
SNORD116-3	100033415	SNORD116-3	SNORD116-3	ENSG00000207014	33069	15	15q11.2	"small nucleolar RNA, C/D box 116-3"	snoRNA	SNORD116-3|100033415|1of2_calculated	merged_SNORD116-3|100033415|1of2_calculated	SNORD116-3_ENSG00000207014	SNORD116-3_ENSG00000207014
SNORD116-5	100033417	SNORD116-5	SNORD116-5	ENSG00000207191	33071	15	15q11.2	"small nucleolar RNA, C/D box 116-5"	snoRNA	SNORD116-5|100033417|1of2_calculated	merged_SNORD116-5|100033417|1of2_calculated	SNORD116-5_ENSG00000207191	SNORD116-5_ENSG00000207191
SNORD116-8	100033420	SNORD116-8	SNORD116-8	ENSG00000207093	33074	15	15q11.2	"small nucleolar RNA, C/D box 116-8"	snoRNA	SNORD116-8|100033420_calculated	merged_SNORD116-8|100033420_calculated	SNORD116-8_ENSG00000207093	SNORD116-8_ENSG00000207093
SNORD117	692233	SNORD117	SNORD117	ENSG00000201785	32742	6	6p21.33	"small nucleolar RNA, C/D box 117"	snoRNA	SNORD117|692233_calculated	merged_SNORD117|692233_calculated	SNORD117_ENSG00000201785	SNORD117_ENSG00000201785
SNORD12	692057	SNORD12	SNORD12	ENSG00000212304	32708	20	20q13.13	"small nucleolar RNA, C/D box 12"	snoRNA	SNORD12|692057_calculated	merged_SNORD12|692057_calculated	SNORD12_ENSG00000212304	SNORD12_ENSG00000212304
SNORD121A	100113379	SNORD121A	SNORD121A	ENSG00000238886	33560	9	9p13.3	"small nucleolar RNA, C/D box 121A"	snoRNA	SNORD121A|100113379_calculated	merged_SNORD121A|100113379_calculated	SNORD121A_ENSG00000238886	SNORD121A_ENSG00000238886
SNORD123	100113384	SNORD123	SNORD123	ENSG00000239112	33562	5	5p15.31	"small nucleolar RNA, C/D box 123"	snoRNA	SNORD123|100113384_calculated	merged_SNORD123|100113384_calculated	SNORD123_ENSG00000239112	SNORD123_ENSG00000239112
SNORD125	100113380	SNORD125	SNORD125	ENSG00000239127	33564	22	22q12.2	"small nucleolar RNA, C/D box 125"	snoRNA	SNORD125|100113380_calculated	merged_SNORD125|100113380_calculated	SNORD125_ENSG00000239127	SNORD125_ENSG00000239127
SNORD126	100113391	SNORD126	SNORD126	ENSG00000238344	33565	14	14q11.2	"small nucleolar RNA, C/D box 126"	snoRNA	SNORD126|100113391_calculated	merged_SNORD126|100113391_calculated	SNORD126_ENSG00000238344	SNORD126_ENSG00000238344
SNORD127	100113389	SNORD127	SNORD127	ENSG00000239043	33555	14	14q21.2	"small nucleolar RNA, C/D box 127"	snoRNA	SNORD127|100113389_calculated	merged_SNORD127|100113389_calculated	SNORD127_ENSG00000239043	SNORD127_ENSG00000239043
SNORD12B	100113393	SNORD12B	SNORD12B	ENSG00000222365	33573	20	20q13.13	"small nucleolar RNA, C/D box 12B"	snoRNA	SNORD12B|100113393_calculated	merged_SNORD12B|100113393_calculated	SNORD12B_ENSG00000222365	SNORD12B_ENSG00000222365
SNORD12C	26765	SNORD12C	SNORD12C	ENSG00000209042	10105	20	20q13.13	"small nucleolar RNA, C/D box 12C"	snoRNA	SNORD12C|26765_calculated	merged_SNORD12C|26765_calculated	SNORD12C_ENSG00000209042	SNORD12C_ENSG00000209042
SNORD15A	6079	SNORD15A	SNORD15A	ENSG00000206941	10114	11	11q13.4	"small nucleolar RNA, C/D box 15A"	snoRNA	SNORD15A|6079_calculated	merged_SNORD15A|6079_calculated	SNORD15A_ENSG00000206941	SNORD15A_ENSG00000206941
SNORD15B	114599	SNORD15B	SNORD15B	ENSG00000207445	16649	11	11q13.4	"small nucleolar RNA, C/D box 15B"	snoRNA	SNORD15B|114599_calculated	merged_SNORD15B|114599_calculated	SNORD15B_ENSG00000207445	SNORD15B_ENSG00000207445
SNORD16	595097	SNORD16	SNORD16	ENSG00000199673	32712	15	15q22.31	"small nucleolar RNA, C/D box 16"	snoRNA	SNORD16|595097_calculated	merged_SNORD16|595097_calculated	SNORD16_ENSG00000199673	SNORD16_ENSG00000199673
SNORD17	692086	SNORD17	SNORD17	ENSG00000212232	32713	20	20p11.23	"small nucleolar RNA, C/D box 17"	snoRNA	SNORD17|692086_calculated	merged_SNORD17|692086_calculated	SNORD17_ENSG00000212232	SNORD17_ENSG00000212232
SNORD18A	595098	SNORD18A	SNORD18A	ENSG00000200623	32714	15	15q22.31	"small nucleolar RNA, C/D box 18A"	snoRNA	SNORD18A|595098_calculated	merged_SNORD18A|595098_calculated	SNORD18A_ENSG00000200623	SNORD18A_ENSG00000200623
SNORD18B	595099	SNORD18B	SNORD18B	ENSG00000202529	32715	15	15q22.31	"small nucleolar RNA, C/D box 18B"	snoRNA	SNORD18B|595099_calculated	merged_SNORD18B|595099_calculated	SNORD18B_ENSG00000202529	SNORD18B_ENSG00000202529
SNORD18C	595100	SNORD18C	SNORD18C	ENSG00000199574	32716	15	15q22.31	"small nucleolar RNA, C/D box 18C"	snoRNA	SNORD18C|595100_calculated	merged_SNORD18C|595100_calculated	SNORD18C_ENSG00000199574	SNORD18C_ENSG00000199574
SNORD19	692089	SNORD19	SNORD19	ENSG00000212493	32717	3	3p21.1	"small nucleolar RNA, C/D box 19"	snoRNA	SNORD19|692089_calculated	merged_SNORD19|692089_calculated	SNORD19_ENSG00000212493	SNORD19_ENSG00000212493
SNORD19B	100113381	SNORD19B	SNORD19B	ENSG00000238862	33570	3	3p21.1	"small nucleolar RNA, C/D box 19B"	snoRNA	SNORD19B|100113381_calculated	merged_SNORD19B|100113381_calculated	SNORD19B_ENSG00000238862	SNORD19B_ENSG00000238862
SNORD1B	677849	SNORD1B	SNORD1B	ENSG00000199961	32676	17	17q25.1	"small nucleolar RNA, C/D box 1B"	snoRNA	SNORD1B|677849_calculated	merged_SNORD1B|677849_calculated	SNORD1B_ENSG00000199961	SNORD1B_ENSG00000199961
SNORD2	619567	SNORD2	SNORD2	ENSG00000238942	32678	3	3q27.3	"small nucleolar RNA, C/D box 2"	snoRNA	SNORD2|619567_calculated	merged_SNORD2|619567_calculated	SNORD2_ENSG00000238942	SNORD2_ENSG00000238942
SNORD20	6082	SNORD20	SNORD20	ENSG00000207280	10143	2	2q37.1	"small nucleolar RNA, C/D box 20"	snoRNA	SNORD20|6082_calculated	merged_SNORD20|6082_calculated	SNORD20_ENSG00000207280	SNORD20_ENSG00000207280
SNORD21	6083	SNORD21	SNORD21	ENSG00000206680	10144	1	1p22.1	"small nucleolar RNA, C/D box 21"	snoRNA	SNORD21|6083_calculated	merged_SNORD21|6083_calculated	SNORD21_ENSG00000206680	SNORD21_ENSG00000206680
SNORD23	692091	SNORD23	SNORD23	ENSG00000221803	32718	19	19q13.33	"small nucleolar RNA, C/D box 23"	snoRNA	SNORD23|692091_calculated	merged_SNORD23|692091_calculated	SNORD23_ENSG00000221803	SNORD23_ENSG00000221803
SNORD24	26820	SNORD24	SNORD24	ENSG00000206611	10146	9	9q34.2	"small nucleolar RNA, C/D box 24"	snoRNA	SNORD24|26820_calculated	merged_SNORD24|26820_calculated	SNORD24_ENSG00000206611	SNORD24_ENSG00000206611
SNORD32A	26819	SNORD32A	SNORD32A	ENSG00000201675	10159	19	19q13.33	"small nucleolar RNA, C/D box 32A"	snoRNA	SNORD32A|26819_calculated	merged_SNORD32A|26819_calculated	SNORD32A_ENSG00000201675	SNORD32A_ENSG00000201675
SNORD32B	692092	SNORD32B	SNORD32B	ENSG00000201330	32719	6	6p22.1	"small nucleolar RNA, C/D box 32B"	snoRNA	SNORD32B|692092_calculated	merged_SNORD32B|692092_calculated	SNORD32B_ENSG00000201330	SNORD32B_ENSG00000201330
SNORD33	26818	SNORD33	SNORD33	ENSG00000199631	10160	19	19q13.33	"small nucleolar RNA, C/D box 33"	snoRNA	SNORD33|26818_calculated	merged_SNORD33|26818_calculated	SNORD33_ENSG00000199631	SNORD33_ENSG00000199631
SNORD34	26817	SNORD34	SNORD34	ENSG00000202503	10161	19	19q13.33	"small nucleolar RNA, C/D box 34"	snoRNA	SNORD34|26817_calculated	merged_SNORD34|26817_calculated	SNORD34_ENSG00000202503	SNORD34_ENSG00000202503
SNORD35A	26816	SNORD35A	SNORD35A	ENSG00000200259	10162	19	19q13.33	"small nucleolar RNA, C/D box 35A"	snoRNA	SNORD35A|26816_calculated	merged_SNORD35A|26816_calculated	SNORD35A_ENSG00000200259	SNORD35A_ENSG00000200259
SNORD35B	84546	SNORD35B	SNORD35B	ENSG00000200530	17365	19	19q13.33	"small nucleolar RNA, C/D box 35B"	snoRNA	SNORD35B|84546_calculated	merged_SNORD35B|84546_calculated	SNORD35B_ENSG00000200530	SNORD35B_ENSG00000200530
SNORD36A	26815	SNORD36A	SNORD36A	ENSG00000199744	10163	9	9q34.2	"small nucleolar RNA, C/D box 36A"	snoRNA	SNORD36A|26815_calculated	merged_SNORD36A|26815_calculated	SNORD36A_ENSG00000199744	SNORD36A_ENSG00000199744
SNORD36B	26814	SNORD36B	SNORD36B	ENSG00000200831	10164	9	9q34.2	"small nucleolar RNA, C/D box 36B"	snoRNA	SNORD36B|26814_calculated	merged_SNORD36B|26814_calculated	SNORD36B_ENSG00000200831	SNORD36B_ENSG00000200831
SNORD36C	26813	SNORD36C	SNORD36C	ENSG00000252542	10165	9	9q34.2	"small nucleolar RNA, C/D box 36C"	snoRNA	SNORD36C|26813_calculated	merged_SNORD36C|26813_calculated	SNORD36C_ENSG00000252542	SNORD36C_ENSG00000252542
